55,-55,55,-55,55,-55,55,-55,55,-55,55,-55,55,-55,55,-55,55,-55,55,-55,65,-65,65,-65,65,-65,65,-65,65,-65,65,-65,65,-65,65,-65,65,-65,65,-65,75,-75,75,-75,75,-75,75,-75,75,-75,75,-75,75,-75,75,-75,75,-75,75,-75,85,-85,85,-85,85,-85,85,-85,85,-85,85,-85,85,-85,85,-85,85,-85,85,-85,95,-95,95,-95,95,-95,95,-95,95,-95,95,-95,95,-95,95,-95,95,-95,95,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.8232,-54.8232,54.8232,-54.8232,54.8299,-54.8299,54.8299,-54.8299,54.8363,-54.8363,54.8363,-54.8363,54.8423,-54.8424,54.8424,-54.8423,54.8481,-54.8481,54.8481,-54.8482,64.85,-64.85,64.85,-64.85,64.85,-64.85,64.85,-64.85,64.85,-64.85,64.85,-64.85,64.85,-64.85,64.85,-64.85,64.85,-64.85,64.85,-64.85,74.85,-74.85,74.85,-74.85,74.85,-74.85,74.85,-74.85,74.85,-74.85,74.85,-74.85,74.85,-74.85,74.85,-74.85,74.85,-74.85,74.85,-74.85,84.85,-84.85,84.85,-84.85,84.85,-84.85,84.85,-84.85,84.85,-84.85,84.85,-84.85,84.85,-84.85,84.85,-84.85,84.85,-84.85,84.85,-84.85,94.85,-94.85,94.85,-94.85,94.85,-94.85,94.85,-94.85,94.85,-94.85,94.85,-94.85,94.85,-94.85,94.85,-94.85,94.85,-94.85,94.85,-94.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.6464,-54.6464,54.6465,-54.6465,54.6598,-54.6598,54.6598,-54.6598,54.6726,-54.6726,54.6726,-54.6726,54.6847,-54.6847,54.6847,-54.6847,54.6963,-54.6963,54.6963,-54.6963,64.6668,-64.6668,64.6668,-64.6668,64.6732,-64.6732,64.6732,-64.6732,64.6794,-64.6794,64.6794,-64.6794,64.6854,-64.6854,64.6854,-64.6854,64.6911,-64.6911,64.6911,-64.6911,74.6611,-74.6611,74.661,-74.6611,74.6672,-74.6672,74.6672,-74.6672,74.6732,-74.6732,74.6732,-74.6732,74.679,-74.679,74.679,-74.679,74.6846,-74.6846,74.6846,-74.6846,84.656,-84.656,84.656,-84.656,84.6618,-84.6618,84.6618,-84.6618,84.6676,-84.6676,84.6676,-84.6676,84.6732,-84.6732,84.6732,-84.6732,84.6786,-84.6787,84.6787,-84.6787,94.6514,-94.6514,94.6514,-94.6514,94.657,-94.657,94.657,-94.657,94.6625,-94.6625,94.6625,-94.6625,94.6679,-94.6679,94.6679,-94.6679,94.6732,-94.6732,94.6732,-94.6732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.4697,-54.4697,54.4697,-54.4697,54.4897,-54.4897,54.4897,-54.4897,54.5089,-54.5088,54.5089,-54.5089,54.5271,-54.5271,54.5271,-54.5271,54.5445,-54.5444,54.5444,-54.5445,64.4835,-64.4835,64.4836,-64.4836,64.4964,-64.4964,64.4965,-64.4964,64.5088,-64.5088,64.5089,-64.5089,64.5207,-64.5208,64.5208,-64.5208,64.5322,-64.5322,64.5322,-64.5322,74.4721,-74.4721,74.4721,-74.4721,74.4844,-74.4844,74.4845,-74.4845,74.4964,-74.4964,74.4964,-74.4964,74.5081,-74.5081,74.508,-74.508,74.5192,-74.5192,74.5192,-74.5192,84.4619,-84.4619,84.4619,-84.4619,84.4737,-84.4737,84.4737,-84.4737,84.4852,-84.4852,84.4852,-84.4852,84.4965,-84.4964,84.4964,-84.4964,84.5073,-84.5073,84.5073,-84.5073,94.4528,-94.4528,94.4528,-94.4528,94.464,-94.464,94.464,-94.464,94.475,-94.4751,94.4751,-94.4751,94.4859,-94.4859,94.4859,-94.4859,94.4964,-94.4964,94.4965,-94.4964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.2929,-54.2929,54.2929,-54.2929,54.3196,-54.3196,54.3196,-54.3196,54.3452,-54.3451,54.3451,-54.3451,54.3694,-54.3695,54.3695,-54.3695,54.3927,-54.3926,54.3926,-54.3927,64.3003,-64.3003,64.3003,-64.3003,64.3196,-64.3196,64.3197,-64.3196,64.3383,-64.3382,64.3383,-64.3383,64.3561,-64.3562,64.3562,-64.3562,64.3733,-64.3733,64.3732,-64.3733,74.2832,-74.2832,74.2832,-74.2832,74.3017,-74.3017,74.3017,-74.3017,74.3196,-74.3196,74.3197,-74.3196,74.3371,-74.3371,74.3371,-74.337,74.3538,-74.3538,74.3538,-74.3538,84.2679,-84.2678,84.2679,-84.2679,84.2855,-84.2855,84.2856,-84.2855,84.3028,-84.3028,84.3028,-84.3028,84.3197,-84.3196,84.3197,-84.3196,84.336,-84.336,84.336,-84.336,94.2542,-94.2542,94.2542,-94.2542,94.271,-94.271,94.271,-94.271,94.2876,-94.2876,94.2876,-94.2876,94.3038,-94.3038,94.3038,-94.3038,94.3197,-94.3197,94.3197,-94.3197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.1161,-54.1161,54.1161,-54.1161,54.1495,-54.1495,54.1495,-54.1495,54.1815,-54.1814,54.1814,-54.1814,54.2118,-54.2119,54.2119,-54.2119,54.2408,-54.2408,54.2408,-54.2408,64.1171,-64.1171,64.1171,-64.1171,64.1429,-64.1429,64.1429,-64.1429,64.1677,-64.1677,64.1677,-64.1677,64.1915,-64.1915,64.1916,-64.1916,64.2144,-64.2144,64.2143,-64.2144,74.0942,-74.0942,74.0942,-74.0942,74.1189,-74.1189,74.1189,-74.1189,74.1429,-74.1429,74.1429,-74.1429,74.1661,-74.1661,74.1661,-74.1661,74.1884,-74.1884,74.1884,-74.1884,84.0738,-84.0738,84.0738,-84.0738,84.0974,-84.0974,84.0974,-84.0974,84.1204,-84.1204,84.1205,-84.1204,84.1429,-84.1429,84.1429,-84.1429,84.1646,-84.1646,84.1646,-84.1646,94.0556,-94.0555,94.0556,-94.0555,94.0781,-94.078,94.078,-94.078,94.1001,-94.1002,94.1002,-94.1001,94.1218,-94.1217,94.1218,-94.1218,94.1429,-94.1429,94.1429,-94.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.9394,-53.9393,53.9393,-53.9394,53.9794,-53.9795,53.9795,-53.9795,54.0178,-54.0177,54.0177,-54.0177,54.0542,-54.0542,54.0542,-54.0542,54.089,-54.0889,54.0889,-54.089,63.9339,-63.9339,63.9339,-63.9339,63.9661,-63.9661,63.9662,-63.9661,63.9971,-63.9971,63.9972,-63.9971,64.0269,-64.0269,64.027,-64.0269,64.0555,-64.0555,64.0554,-64.0554,73.9053,-73.9053,73.9053,-73.9053,73.9361,-73.9361,73.9361,-73.9361,73.9661,-73.9661,73.9661,-73.9661,73.9952,-73.9951,73.9951,-73.9951,74.023,-74.023,74.023,-74.023,83.8798,-83.8797,83.8798,-83.8797,83.9092,-83.9092,83.9093,-83.9092,83.9381,-83.938,83.9381,-83.938,83.9661,-83.9661,83.9661,-83.9661,83.9933,-83.9933,83.9933,-83.9933,93.8569,-93.8569,93.857,-93.8569,93.8851,-93.885,93.885,-93.885,93.9126,-93.9127,93.9127,-93.9127,93.9397,-93.9397,93.9397,-93.9398,93.9661,-93.9661,93.9661,-93.9661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.7626,-53.7625,53.7626,-53.7626,53.8094,-53.8093,53.8094,-53.8094,53.854,-53.854,53.854,-53.854,53.8966,-53.8966,53.8966,-53.8966,53.9372,-53.9371,53.9371,-53.9372,63.7506,-63.7507,63.7507,-63.7507,63.7893,-63.7893,63.7894,-63.7893,63.8266,-63.8265,63.8266,-63.8265,63.8623,-63.8623,63.8624,-63.8623,63.8966,-63.8965,63.8965,-63.8966,73.7163,-73.7164,73.7163,-73.7164,73.7534,-73.7534,73.7534,-73.7533,73.7893,-73.7893,73.7893,-73.7893,73.8242,-73.8241,73.8241,-73.8241,73.8576,-73.8576,73.8576,-73.8577,83.6857,-83.6857,83.6857,-83.6857,83.7211,-83.721,83.7211,-83.721,83.7557,-83.7556,83.7557,-83.7557,83.7894,-83.7893,83.7893,-83.7893,83.822,-83.822,83.822,-83.822,93.6583,-93.6583,93.6584,-93.6583,93.692,-93.692,93.692,-93.692,93.7252,-93.7252,93.7252,-93.7252,93.7577,-93.7577,93.7577,-93.7577,93.7893,-93.7894,93.7893,-93.7893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.5858,-53.5858,53.5858,-53.5858,53.6393,-53.6393,53.6393,-53.6393,53.6903,-53.6903,53.6903,-53.6903,53.7389,-53.739,53.739,-53.739,53.7853,-53.7852,53.7853,-53.7853,63.5674,-63.5674,63.5675,-63.5675,63.6125,-63.6125,63.6126,-63.6125,63.656,-63.656,63.656,-63.656,63.6977,-63.6977,63.6978,-63.6977,63.7377,-63.7376,63.7376,-63.7377,73.5274,-73.5274,73.5274,-73.5274,73.5706,-73.5706,73.5706,-73.5706,73.6126,-73.6125,73.6125,-73.6125,73.6532,-73.6531,73.6532,-73.6531,73.6922,-73.6922,73.6922,-73.6923,83.4917,-83.4916,83.4917,-83.4917,83.5329,-83.5329,83.533,-83.5329,83.5733,-83.5732,83.5733,-83.5733,83.6126,-83.6125,83.6126,-83.6125,83.6506,-83.6507,83.6506,-83.6506,93.4597,-93.4597,93.4597,-93.4597,93.499,-93.499,93.499,-93.499,93.5377,-93.5378,93.5377,-93.5377,93.5756,-93.5756,93.5756,-93.5757,93.6126,-93.6126,93.6126,-93.6125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.409,-53.409,53.409,-53.409,53.4692,-53.4692,53.4692,-53.4692,53.5266,-53.5265,53.5266,-53.5266,53.5813,-53.5814,53.5813,-53.5814,53.6335,-53.6334,53.6334,-53.6335,63.3842,-63.3842,63.3843,-63.3842,63.4358,-63.4358,63.4359,-63.4358,63.4854,-63.4854,63.4855,-63.4854,63.533,-63.5331,63.5331,-63.5331,63.5788,-63.5787,63.5787,-63.5787,73.3384,-73.3384,73.3384,-73.3385,73.3878,-73.3878,73.3879,-73.3878,73.4358,-73.4358,73.4358,-73.4358,73.4822,-73.4821,73.4822,-73.4821,73.5268,-73.5268,73.5268,-73.5269,83.2976,-83.2976,83.2976,-83.2976,83.3447,-83.3447,83.3448,-83.3447,83.3909,-83.3909,83.3909,-83.3909,83.4358,-83.4358,83.4358,-83.4357,83.4793,-83.4794,83.4793,-83.4793,93.2611,-93.2611,93.2611,-93.2611,93.3061,-93.306,93.306,-93.306,93.3503,-93.3503,93.3503,-93.3503,93.3936,-93.3935,93.3936,-93.3936,93.4358,-93.4358,93.4358,-93.4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
